"gener"	"sex"	"dipl"	"statut"	"Freq"
"75.79"	"Femmes"	"CITE6"	"Travailleurs"	24
"80.84"	"Femmes"	"CITE6"	"Travailleurs"	23
"85.89"	"Femmes"	"CITE6"	"Travailleurs"	0
"90.94"	"Femmes"	"CITE6"	"Travailleurs"	0
"95."	"Femmes"	"CITE6"	"Travailleurs"	0
"0.5"	"Hommes"	"CITE6"	"Travailleurs"	0
"10.14"	"Hommes"	"CITE6"	"Travailleurs"	0
"15.19"	"Hommes"	"CITE6"	"Travailleurs"	0
"20.24"	"Hommes"	"CITE6"	"Travailleurs"	9
"25.29"	"Hommes"	"CITE6"	"Travailleurs"	860
"30.34"	"Hommes"	"CITE6"	"Travailleurs"	3156
"35.39"	"Hommes"	"CITE6"	"Travailleurs"	3161
"40.44"	"Hommes"	"CITE6"	"Travailleurs"	3008
"45.49"	"Hommes"	"CITE6"	"Travailleurs"	3157
"50.54"	"Hommes"	"CITE6"	"Travailleurs"	2888
"55.59"	"Hommes"	"CITE6"	"Travailleurs"	2554
"5.9"	"Hommes"	"CITE6"	"Travailleurs"	0
"60.64"	"Hommes"	"CITE6"	"Travailleurs"	2313
"65.69"	"Hommes"	"CITE6"	"Travailleurs"	754
"70.74"	"Hommes"	"CITE6"	"Travailleurs"	356
"75.79"	"Hommes"	"CITE6"	"Travailleurs"	191
"80.84"	"Hommes"	"CITE6"	"Travailleurs"	90
"85.89"	"Hommes"	"CITE6"	"Travailleurs"	42
"90.94"	"Hommes"	"CITE6"	"Travailleurs"	5
"95."	"Hommes"	"CITE6"	"Travailleurs"	0
"0.5"	"Femmes"	"NonConcerne"	"Travailleurs"	0
"10.14"	"Femmes"	"NonConcerne"	"Travailleurs"	0
"15.19"	"Femmes"	"NonConcerne"	"Travailleurs"	0
"20.24"	"Femmes"	"NonConcerne"	"Travailleurs"	0
"25.29"	"Femmes"	"NonConcerne"	"Travailleurs"	0
"30.34"	"Femmes"	"NonConcerne"	"Travailleurs"	0
"35.39"	"Femmes"	"NonConcerne"	"Travailleurs"	0
"40.44"	"Femmes"	"NonConcerne"	"Travailleurs"	0
"45.49"	"Femmes"	"NonConcerne"	"Travailleurs"	0
"50.54"	"Femmes"	"NonConcerne"	"Travailleurs"	0
"55.59"	"Femmes"	"NonConcerne"	"Travailleurs"	0
"5.9"	"Femmes"	"NonConcerne"	"Travailleurs"	0
"60.64"	"Femmes"	"NonConcerne"	"Travailleurs"	0
"65.69"	"Femmes"	"NonConcerne"	"Travailleurs"	0
"70.74"	"Femmes"	"NonConcerne"	"Travailleurs"	0
"75.79"	"Femmes"	"NonConcerne"	"Travailleurs"	0
"80.84"	"Femmes"	"NonConcerne"	"Travailleurs"	0
"85.89"	"Femmes"	"NonConcerne"	"Travailleurs"	0
"90.94"	"Femmes"	"NonConcerne"	"Travailleurs"	0
"95."	"Femmes"	"NonConcerne"	"Travailleurs"	0
"0.5"	"Hommes"	"NonConcerne"	"Travailleurs"	0
"10.14"	"Hommes"	"NonConcerne"	"Travailleurs"	0
"15.19"	"Hommes"	"NonConcerne"	"Travailleurs"	0
"20.24"	"Hommes"	"NonConcerne"	"Travailleurs"	0
"25.29"	"Hommes"	"NonConcerne"	"Travailleurs"	0
"30.34"	"Hommes"	"NonConcerne"	"Travailleurs"	0
"35.39"	"Hommes"	"NonConcerne"	"Travailleurs"	0
"40.44"	"Hommes"	"NonConcerne"	"Travailleurs"	0
"45.49"	"Hommes"	"NonConcerne"	"Travailleurs"	0
"50.54"	"Hommes"	"NonConcerne"	"Travailleurs"	0
"55.59"	"Hommes"	"NonConcerne"	"Travailleurs"	0
"5.9"	"Hommes"	"NonConcerne"	"Travailleurs"	0
"60.64"	"Hommes"	"NonConcerne"	"Travailleurs"	0
"65.69"	"Hommes"	"NonConcerne"	"Travailleurs"	0
"70.74"	"Hommes"	"NonConcerne"	"Travailleurs"	0
"75.79"	"Hommes"	"NonConcerne"	"Travailleurs"	0
"80.84"	"Hommes"	"NonConcerne"	"Travailleurs"	0
"85.89"	"Hommes"	"NonConcerne"	"Travailleurs"	0
"90.94"	"Hommes"	"NonConcerne"	"Travailleurs"	0
"95."	"Hommes"	"NonConcerne"	"Travailleurs"	0
